,area_type,location,total_sqft,bath,balcony,price,BHK,price_per_sqft
343,Built-up  Area,7th Phase JP Nagar,1850.0,3.0,1.0,150.0,3,8108.108108108108
344,Super built-up  Area,Kanakpura Road,525.0,2.0,2.0,21.53,1,4100.952380952381
345,Super built-up  Area,Basaveshwara Nagar,1200.0,2.0,2.0,65.0,2,5416.666666666667
346,Plot  Area,Bull Temple Road,1350.0,2.0,0.0,140.0,3,10370.37037037037
347,Super built-up  Area,Bommasandra,1260.0,3.0,1.0,49.36,3,3917.4603174603176
348,Super built-up  Area,Prashanth Nagar,1800.0,3.0,0.0,150.0,3,8333.333333333334
350,Built-up  Area,Ardendale,1100.0,2.0,1.0,43.25,2,3931.818181818182
351,Super built-up  Area,Harlur,1508.0,2.0,1.0,77.0,2,5106.100795755968
352,Carpet  Area,Sampigehalli,1592.0,3.0,2.0,75.0,3,4711.05527638191
353,Super built-up  Area,Akshaya Nagar,1388.0,2.0,3.0,57.0,2,4106.628242074928
354,Super built-up  Area,Electronic City Phase II,630.0,1.0,1.0,28.35,1,4500.0
356,Super built-up  Area,Banashankari3rd stage bigbazar,1762.0,3.0,1.0,125.0,3,7094.211123723042
357,Super built-up  Area,Bagalur Main Road,950.0,2.0,2.0,50.0,2,5263.1578947368425
358,Super built-up  Area,Kodihalli,3252.0,5.0,3.0,335.0,4,10301.353013530135
359,Super built-up  Area,Magadi Road,1116.0,2.0,1.0,50.0,2,4480.286738351255
360,Super built-up  Area,Narayanapura,1308.0,2.0,2.0,89.04,2,6807.339449541284
361,Super built-up  Area,MS Pallya,1200.0,3.0,0.0,90.0,3,7500.0
363,Built-up  Area,Bannerghatta Road,500.0,1.0,1.0,18.5,1,3700.0
364,Super built-up  Area,Hennur,1075.0,2.0,1.0,52.0,2,4837.209302325581
365,Super built-up  Area,Chandapura,530.0,1.0,0.0,11.66,1,2200.0
366,Built-up  Area,Bellandur,1205.0,2.0,3.0,66.0,2,5477.178423236514
367,Super built-up  Area,5th Phase JP Nagar,1075.0,2.0,2.0,60.0,2,5581.395348837209
368,Built-up  Area,KR Puram,930.0,2.0,2.0,39.0,2,4193.548387096775
369,Super built-up  Area,Balagere,1380.0,2.0,1.0,60.0,2,4347.826086956522
370,Super built-up  Area,Hebbal,2483.0,5.0,2.0,212.0,4,8538.058799838904
371,Built-up  Area,Kodigehaali,1166.0,2.0,2.0,55.0,2,4716.981132075472
372,Super built-up  Area,Bannerghatta Road,1050.0,2.0,1.0,65.0,2,6190.476190476191
374,Super built-up  Area,Begur Road,1200.0,2.0,2.0,46.8,2,3900.0
375,Super built-up  Area,Lakshminarayana Pura,1600.0,2.0,1.0,108.0,3,6750.0
376,Super built-up  Area,Billekahalli,1935.0,3.0,2.0,110.0,3,5684.754521963824
377,Super built-up  Area,8th Phase JP Nagar,451.0,1.0,0.0,29.9,1,6629.711751662971
378,Super built-up  Area,Electronic City,1800.0,3.0,2.0,95.0,3,5277.777777777777
379,Super built-up  Area,Jalahalli,1400.0,3.0,0.0,77.0,3,5500.0
380,Super built-up  Area,Hegde Nagar,1801.0,3.0,2.0,115.0,3,6385.341476957246
381,Built-up  Area,Mahadevpura,1451.0,2.0,2.0,90.0,2,6202.618883528601
382,Plot  Area,Anekal,1200.0,1.0,1.0,36.0,2,3000.0
383,Super built-up  Area,Begur Road,1160.0,2.0,2.0,44.0,2,3793.103448275862
384,Built-up  Area,Kengeri,1000.0,2.0,1.0,25.0,2,2500.0
385,Super built-up  Area,Kanakpura Road,950.0,2.0,1.0,40.0,2,4210.526315789473
386,Built-up  Area,"Hoodi Circle, ",1629.0,3.0,2.0,79.0,3,4849.600982197668
387,Built-up  Area,Vijayanagar,1580.0,2.0,0.0,134.0,3,8481.012658227848
388,Super built-up  Area,Vijayanagar,1826.0,3.0,2.0,121.0,3,6626.506024096386
389,Built-up  Area,7th Phase JP Nagar,1245.0,2.0,1.0,94.0,2,7550.2008032128515
390,Super built-up  Area,Raja Rajeshwari Nagar,1145.0,2.0,2.0,45.79,2,3999.126637554585
391,Super built-up  Area,Sompura,825.0,2.0,1.0,33.0,2,4000.0
392,Super built-up  Area,Yeshwanthpur,1693.0,3.0,3.0,108.0,3,6379.208505611341
393,Super built-up  Area,Electronics City Phase 1,1113.27,2.0,2.0,53.0,2,4760.74986301616
394,Built-up  Area,Ashirvad Colony,1460.0,2.0,1.0,58.0,2,3972.6027397260273
395,Built-up  Area,Doddathoguru,1050.0,2.0,1.0,32.0,2,3047.6190476190477
396,Built-up  Area,Dodda Nekkundi,1260.0,2.0,2.0,55.0,2,4365.079365079365
398,Built-up  Area,Hosur Road,1656.0,2.0,1.0,120.0,2,7246.376811594203
399,Super built-up  Area,Chandapura,1208.0,3.0,1.0,45.0,3,3725.1655629139073
400,Super built-up  Area,Whitefield,1910.0,3.0,2.0,161.0,3,8429.319371727748
401,Super built-up  Area,Whitefield,3252.0,4.0,1.0,230.0,4,7072.570725707257
402,Plot  Area,Battarahalli,1200.0,2.0,1.0,65.0,2,5416.666666666667
404,Super built-up  Area,7th Phase JP Nagar,1175.0,2.0,1.0,82.0,2,6978.723404255319
406,Plot  Area,Bannerghatta Road,1200.0,2.0,0.0,125.0,4,10416.666666666666
411,Super built-up  Area,Sanne Amanikere,1185.0,2.0,2.0,38.0,2,3206.7510548523205
412,Super built-up  Area,Kengeri,750.0,2.0,1.0,38.0,2,5066.666666666667
414,Super built-up  Area,Kanakpura Road,1550.0,3.0,3.0,64.5,3,4161.290322580645
415,Built-up  Area,Amco Colony,1760.0,3.0,2.0,88.0,3,5000.0
416,Super built-up  Area,Billekahalli,1125.0,2.0,2.0,62.0,2,5511.111111111111
418,Plot  Area,Anandapura,1000.0,2.0,1.0,55.0,2,5500.0
419,Built-up  Area,Bommasandra Industrial Area,1090.0,2.0,2.0,31.48,2,2888.0733944954127
420,Plot  Area,TC Palaya,1200.0,2.0,0.0,60.0,2,5000.0
421,Super built-up  Area,Budigere,1991.0,4.0,2.0,103.0,3,5173.279758915118
422,Super built-up  Area,Bommasandra,1060.0,2.0,1.0,26.5,2,2500.0
423,Super built-up  Area,Ambalipura,1105.0,2.0,1.0,75.0,2,6787.330316742082
424,Built-up  Area,Hoodi,985.0,2.0,2.0,67.0,2,6802.030456852792
426,Super built-up  Area,Balagere,1590.0,3.0,2.0,79.0,3,4968.553459119496
427,Super built-up  Area,CV Raman Nagar,1120.0,2.0,2.0,55.0,2,4910.714285714285
428,Super built-up  Area,Samethanahalli,1069.0,2.0,1.0,55.0,2,5144.9953227315245
429,Super built-up  Area,Marathahalli,1933.0,3.0,2.0,140.0,3,7242.628039317124
430,Built-up  Area,Hosur Road,1194.0,2.0,0.0,69.0,2,5778.894472361809
431,Super built-up  Area,Brookefield,1150.0,2.0,3.0,69.0,2,6000.0
432,Super built-up  Area,Yelenahalli,1240.0,2.0,2.0,47.12,2,3800.0
433,Super built-up  Area,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2,3389.7110641296686
436,Super built-up  Area,Suddaguntepalya,1450.0,3.0,2.0,55.0,3,3793.103448275862
437,Super built-up  Area,Udayapur Village,1630.0,3.0,2.0,68.29,3,4189.57055214724
438,Super built-up  Area,Dasanapura,708.0,1.0,1.0,40.0,2,5649.717514124294
440,Plot  Area,Whitefield,11890.0,4.0,3.0,700.0,4,5887.300252312868
441,Super built-up  Area,Bellandur,1250.0,2.0,1.0,76.0,2,6080.0
442,Super built-up  Area,7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3,6785.714285714285
443,Super built-up  Area,Sarjapur  Road,1670.0,2.0,3.0,57.0,3,3413.1736526946106
444,Super built-up  Area,Ardendale,1750.0,3.0,2.0,100.0,3,5714.285714285715
445,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,71.0,2,5056.980056980057
446,Super built-up  Area,Hoodi,1715.0,2.0,2.0,95.0,3,5539.35860058309
447,Built-up  Area,Electronic City,630.0,1.0,1.0,34.65,1,5500.0
448,Super built-up  Area,Harlur,1752.12,3.0,2.0,135.0,3,7704.951715635916
449,Super built-up  Area,Hulimavu,1650.0,3.0,2.0,78.0,3,4727.272727272727
450,Super built-up  Area,Raja Rajeshwari Nagar,1295.0,2.0,1.0,55.47,2,4283.397683397683
452,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2,5500.0
454,Super built-up  Area,Hormavu,1150.0,2.0,2.0,55.0,2,4782.608695652174
455,Built-up  Area,Chikkabidarakallu,3309.0,4.0,3.0,325.0,4,9821.698398307646
456,Super built-up  Area,Chandapura,1190.0,2.0,2.0,30.35,3,2550.4201680672268
457,Super built-up  Area,AECS Layout,1620.0,3.0,2.0,98.0,3,6049.382716049383
458,Super built-up  Area,Marathahalli,950.0,2.0,1.0,46.96,2,4943.1578947368425
459,Super built-up  Area,1 Giri Nagar,5000.0,9.0,3.0,360.0,11,7200.0
460,Super built-up  Area,Harlur,2450.0,3.0,0.0,120.0,3,4897.959183673469
461,Super built-up  Area,Electronic City Phase II,1220.0,2.0,1.0,35.23,3,2887.7049180327863
462,Super built-up  Area,Hoysalanagar,850.0,2.0,1.0,30.0,2,3529.4117647058824
463,Built-up  Area,Padmanabhanagar,1020.0,2.0,2.0,63.0,2,6176.470588235294
464,Built-up  Area,Chikkalasandra,1100.0,2.0,2.0,50.0,2,4545.454545454545
466,Super built-up  Area,Hebbal,1760.0,2.0,2.0,130.0,3,7386.363636363636
467,Super built-up  Area,Ambalipura,1800.0,3.0,3.0,110.0,3,6111.111111111111
468,Super built-up  Area,Akshaya Nagar,1070.0,2.0,1.0,54.0,2,5046.728971962617
470,Plot  Area,Vidyaranyapura,1440.0,2.0,0.0,95.0,2,6597.222222222223
471,Super built-up  Area,Amruthahalli,900.0,2.0,1.0,40.0,2,4444.444444444444
473,Super built-up  Area,Whitefield,1130.0,2.0,1.0,42.16,2,3730.973451327434
475,Super built-up  Area,Kodigehalli,1270.0,2.0,1.0,98.0,2,7716.535433070866
476,Built-up  Area,Patelappa Layout,1200.0,2.0,1.0,62.0,2,5166.666666666667
477,Super built-up  Area,Ring Road Nagarbhavi,4800.0,4.0,2.0,235.0,4,4895.833333333333
478,Super built-up  Area,NS Palya,1200.0,2.0,1.0,74.0,2,6166.666666666667
479,Super built-up  Area,Subramanyapura,929.0,2.0,0.0,50.17,2,5400.4305705059205
484,Super built-up  Area,KUDLU MAIN ROAD,1464.0,3.0,2.0,56.0,3,3825.136612021858
486,Plot  Area,Bank Avenue,2000.0,4.0,2.0,99.0,4,4950.0
487,Super built-up  Area,Chikkalasandra,1208.0,2.0,1.0,49.0,2,4056.291390728477
488,Super built-up  Area,Hebbal Kempapura,1130.0,2.0,2.0,60.0,2,5309.734513274337
489,Super built-up  Area,Surabhi Layout,1753.0,3.0,2.0,120.0,3,6845.407872219053
490,Super built-up  Area,Old Madras Road,4500.0,7.0,3.0,337.0,5,7488.888888888889
492,Super built-up  Area,Hoodi,1196.0,2.0,2.0,94.42,2,7894.648829431439
493,Built-up  Area,5th Phase JP Nagar,1150.0,3.0,3.0,52.5,2,4565.217391304348
494,Super built-up  Area,Electronic City,1128.0,2.0,1.0,63.0,2,5585.106382978724
495,Super built-up  Area,Omkar Nagar,1000.0,2.0,1.0,53.0,2,5300.0
496,Super built-up  Area,Yelahanka,1035.0,2.0,1.0,45.0,2,4347.826086956522
497,Built-up  Area,Kereguddadahalli,950.0,2.0,1.0,32.0,2,3368.4210526315787
498,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,36.0,3,3348.8372093023254
499,Super built-up  Area,Whitefield,1040.0,2.0,1.0,48.5,2,4663.461538461538
500,Plot  Area,Maragondanahalli,720.0,2.0,1.0,45.0,2,6250.0
501,Super built-up  Area,Lingadheeranahalli,1511.0,3.0,1.0,95.0,3,6287.22700198544
502,Built-up  Area,Silk Board,1300.0,3.0,1.0,58.0,3,4461.538461538462
503,Super built-up  Area,Hoodi,1545.0,3.0,1.0,68.75,3,4449.838187702266
504,Built-up  Area,Shampura,375.0,2.0,0.0,26.0,1,6933.333333333333
505,Super built-up  Area,Vidyaranyapura,1062.0,2.0,3.0,38.0,2,3578.154425612053
506,Super built-up  Area,Kada Agrahara,1115.0,2.0,1.0,40.0,2,3587.4439461883408
507,Super built-up  Area,JP Nagar,1000.0,2.0,1.0,35.0,2,3500.0
508,Super built-up  Area,Kambipura,883.0,2.0,1.0,45.0,2,5096.262740656852
509,Super built-up  Area,Sarjapur  Road,1195.0,2.0,1.0,70.0,2,5857.740585774059
511,Built-up  Area,Medahalli,700.0,1.0,0.0,41.0,1,5857.142857142857
512,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.0,2,5377.2070626003215
515,Super built-up  Area,Kashi Nagar,1600.0,4.0,1.0,80.0,4,5000.0
516,Super built-up  Area,Haralur Road,2805.0,5.0,3.0,154.0,4,5490.196078431372
517,Super built-up  Area,Begur Road,1584.0,3.0,2.0,65.0,3,4103.535353535353
518,Plot  Area,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4,9166.666666666666
519,Built-up  Area,Hosur Road,1175.0,2.0,2.0,48.0,3,4085.1063829787236
520,Built-up  Area,"Yemlur, Old Airport Road, ",1595.0,3.0,2.0,115.0,3,7210.031347962383
521,Super built-up  Area,VHBCS Layout,1353.0,2.0,2.0,110.0,2,8130.081300813008
522,Super built-up  Area,Electronic City,1599.0,3.0,2.0,125.0,3,7817.385866166354
523,Super built-up  Area,Whitefield,1150.0,2.0,1.0,70.0,2,6086.95652173913
524,Super built-up  Area,Jakkur,5230.0,6.0,1.0,465.0,4,8891.013384321224
525,Super built-up  Area,KR Puram,1155.0,2.0,2.0,42.74,2,3700.4329004329006
526,Built-up  Area,Ittamadu,1200.0,2.0,0.0,85.0,1,7083.333333333333
527,Super built-up  Area,Electronic City Phase II,1000.0,2.0,1.0,25.0,2,2500.0
528,Super built-up  Area,Thanisandra,3000.0,4.0,2.0,120.0,4,4000.0
529,Built-up  Area,Rajiv Nagar,1867.0,3.0,1.0,160.0,3,8569.89823245849
530,Super built-up  Area,Ramagondanahalli,1251.0,2.0,1.0,47.0,2,3756.994404476419
531,Super built-up  Area,Gattahalli,1028.0,2.0,1.0,45.5,2,4426.070038910506
532,Super built-up  Area,Arekere,1222.0,2.0,2.0,45.0,2,3682.4877250409168
533,Super built-up  Area,Bannerghatta Road,1170.0,2.0,1.0,66.0,3,5641.025641025641
534,Super built-up  Area,Hebbal,2400.0,4.0,1.0,245.0,3,10208.333333333334
535,Super built-up  Area,Ramanjaneyanagar,1385.0,2.0,2.0,48.48,3,3500.361010830325
536,Super built-up  Area,HSR Layout,1372.0,2.0,1.0,68.0,2,4956.268221574344
537,Super built-up  Area,Magadi Road,1282.0,2.0,2.0,49.0,3,3822.1528861154447
538,Super built-up  Area,Mico Layout,5000.0,9.0,3.0,210.0,9,4200.0
540,Super built-up  Area,Kanakpura Road,1135.0,2.0,1.0,39.73,2,3500.440528634361
541,Built-up  Area,Whitefield,1768.0,3.0,2.0,101.0,3,5712.669683257918
542,Built-up  Area,Byatarayanapura,1325.0,2.0,1.0,90.0,3,6792.452830188679
543,Super built-up  Area,Electronic City,1599.0,3.0,2.0,99.0,3,6191.369606003753
544,Plot  Area,Whitefield,1500.0,3.0,1.0,61.95,3,4130.0
546,Super built-up  Area,Uttarahalli,1286.0,2.0,2.0,63.0,2,4898.9113530326595
547,Built-up  Area,Kammanahalli,2845.0,5.0,1.0,140.0,5,4920.91388400703
548,Super built-up  Area,K G Colony,1600.0,2.0,2.0,50.0,3,3125.0
549,Super built-up  Area,Hennur Road,1317.5,2.0,0.0,63.77,2,4840.2277039848195
550,Super built-up  Area,Hebbal,3450.0,5.0,2.0,260.0,3,7536.231884057971
551,Super built-up  Area,Munnekollal,1102.0,2.0,2.0,53.67,2,4870.235934664247
552,Super built-up  Area,Yelahanka,1350.0,2.0,2.0,54.0,2,4000.0
553,Super built-up  Area,Banashankari,1200.0,2.0,2.0,42.0,3,3500.0
555,Plot  Area,Herohalli,1800.0,1.0,1.0,80.0,2,4444.444444444444
556,Built-up  Area,Chikkabanavar,950.0,2.0,1.0,40.0,2,4210.526315789473
557,Super built-up  Area,Kanakpura Road,525.0,1.0,1.0,27.25,1,5190.476190476191
558,Built-up  Area,Attibele,656.0,2.0,1.0,25.0,2,3810.9756097560976
559,Plot  Area,Marathahalli,1780.0,4.0,3.0,175.0,4,9831.460674157302
560,Super built-up  Area,3rd Block Hrbr Layout,1056.0,2.0,1.0,80.0,2,7575.757575757576
561,Super built-up  Area,Bannerghatta Road,595.0,1.0,1.0,33.32,1,5600.0
562,Built-up  Area,Ittamadu,1080.0,2.0,2.0,50.0,2,4629.62962962963
563,Super built-up  Area,7th Phase JP Nagar,2225.0,3.0,1.0,160.0,3,7191.011235955056
564,Super built-up  Area,Bommasandra,1126.0,2.0,1.0,28.15,2,2500.0
565,Super built-up  Area,Electronics City Phase 1,1490.0,3.0,1.0,84.0,3,5637.583892617449
567,Super built-up  Area,Sarjapur  Road,1550.0,3.0,3.0,100.0,3,6451.612903225807
569,Built-up  Area,Ashwini layout,1160.0,2.0,1.0,55.0,2,4741.379310344828
570,Built-up  Area,Whitefield,4144.0,4.0,3.0,315.0,4,7601.351351351352
571,Super built-up  Area,Sarjapur  Road,2100.0,3.0,2.0,125.0,3,5952.380952380952
572,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,69.3,2,4935.897435897436
573,Plot  Area,Sarjapur  Road,2230.0,4.0,3.0,225.0,4,10089.686098654709
574,Super built-up  Area,Marathalli bridge,1544.0,3.0,2.0,120.0,3,7772.020725388601
575,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,58.7,3,4498.08429118774
576,Super built-up  Area,Marathahalli,1230.0,2.0,2.0,80.0,2,6504.065040650406
577,Plot  Area,T.C PALYA,1200.0,2.0,0.0,65.0,2,5416.666666666667
578,Super built-up  Area,Harlur,1460.0,3.0,1.0,73.0,3,5000.0
580,Built-up  Area,Gottigere,967.0,2.0,3.0,45.0,2,4653.567735263702
581,Built-up  Area,Byatarayanapura,540.0,1.0,1.0,36.0,1,6666.666666666667
582,Super built-up  Area,Hormavu,715.0,1.0,2.0,46.0,1,6433.566433566433
585,Super built-up  Area,Mysore Road,1020.0,2.0,1.0,48.95,2,4799.019607843137
586,Super built-up  Area,Jigani,1020.0,2.0,1.0,40.0,2,3921.5686274509803
587,Super built-up  Area,Koramangala,1253.0,2.0,1.0,102.0,2,8140.462889066241
588,Super built-up  Area,JCR Layout,1180.0,2.0,2.0,42.0,2,3559.322033898305
589,Super built-up  Area,Nehru Nagar,961.0,2.0,2.0,38.0,2,3954.2143600416234
590,Built-up  Area,Kanakapura,1419.0,3.0,3.0,75.0,3,5285.412262156448
591,Super built-up  Area,Harlur,1709.0,3.0,2.0,150.0,3,8777.062609713283
592,Plot  Area,Papareddipalya,1600.0,2.0,0.0,115.0,2,7187.5
593,Super built-up  Area,Venkatapura,416.0,1.0,1.0,18.5,1,4447.115384615385
594,Carpet  Area,Sanjay nagar,1100.0,2.0,2.0,98.0,2,8909.09090909091
595,Super built-up  Area,HSR Layout,1430.0,2.0,1.0,65.0,3,4545.454545454545
596,Super built-up  Area,Sneha Colony,1260.0,2.0,2.0,45.0,2,3571.4285714285716
597,Built-up  Area,RMV Extension,1630.0,3.0,2.0,85.0,3,5214.7239263803685
598,Super built-up  Area,Sarjapur  Road,1249.0,3.0,2.0,44.71,3,3579.663730984788
599,Super built-up  Area,Kalena Agrahara,1450.0,2.0,3.0,85.0,3,5862.068965517241
600,Super built-up  Area,Konanakunte,2791.0,3.0,1.0,223.0,3,7989.967753493372
602,Built-up  Area,Ashwini layout,834.0,1.0,1.0,60.0,1,7194.244604316546
603,Plot  Area,Doddagubbi,1125.0,4.0,1.0,70.0,3,6222.222222222223
604,Super built-up  Area,Arekere,2060.0,3.0,2.0,140.0,3,6796.116504854369
606,Built-up  Area,Gottigere,891.0,2.0,1.0,25.0,2,2805.8361391694725
607,Super built-up  Area,Raja Rajeshwari Nagar,1133.0,2.0,1.0,49.07,2,4330.979699911739
608,Built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,37.0,3,3441.860465116279
609,Super built-up  Area,Sector 6 HSR Layout,3000.0,5.0,2.0,260.0,4,8666.666666666666
611,Built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,55.0,2,4583.333333333333
612,Super built-up  Area,Thanisandra,1075.0,2.0,2.0,45.8,2,4260.46511627907
613,Super built-up  Area,Kaggadasapura,1140.0,2.0,2.0,40.0,2,3508.7719298245615
616,Super built-up  Area,Raja Rajeshwari Nagar,1090.0,2.0,1.0,42.0,2,3853.211009174312
617,Built-up  Area,R.T. Nagar,1500.0,4.0,1.0,70.0,4,4666.666666666667
618,Super built-up  Area,Whitefield,4104.0,4.0,2.0,360.0,4,8771.929824561403
619,Super built-up  Area,Whitefield,1790.0,3.0,2.0,100.0,3,5586.592178770949
620,Super built-up  Area,Hebbal,1920.0,3.0,2.0,134.0,3,6979.166666666667
621,Built-up  Area,HRBR Layout,1374.0,2.0,2.0,95.0,2,6914.1193595342065
622,Carpet  Area,Bannerghatta Road,1445.0,3.0,2.0,95.0,3,6574.39446366782
623,Super built-up  Area,Kanakapura,711.0,1.0,1.0,36.0,1,5063.291139240507
624,Super built-up  Area,Tumkur Road,1500.0,3.0,3.0,95.0,3,6333.333333333333
625,Super built-up  Area,Whitefield,1720.0,3.0,3.0,100.0,3,5813.953488372093
626,Super built-up  Area,Vasanthapura,1400.0,3.0,2.0,60.0,3,4285.714285714285
627,Built-up  Area,Kundalahalli,1030.0,2.0,2.0,49.0,2,4757.281553398058
628,Super built-up  Area,Mysore Road,1200.0,2.0,1.0,85.0,2,7083.333333333333
629,Carpet  Area,Hosahalli,1375.0,3.0,2.0,70.0,3,5090.909090909091
630,Plot  Area,Hegde Nagar,1050.0,1.0,2.0,56.0,2,5333.333333333333
631,Super built-up  Area,Jalahalli,2250.0,3.0,2.0,160.0,3,7111.111111111111
632,Super built-up  Area,Bellandur,1000.0,2.0,2.0,50.0,2,5000.0
633,Super built-up  Area,Jalahalli West,469.0,1.0,0.0,25.0,1,5330.490405117271
634,Super built-up  Area,Marathahalli,3800.0,4.0,3.0,250.0,4,6578.9473684210525
635,Super built-up  Area,Kambipura,883.0,2.0,1.0,29.0,2,3284.2582106455266
636,Super built-up  Area,GM Palaya,1820.0,2.0,3.0,86.0,3,4725.274725274725
637,Built-up  Area,Singasandra,1440.0,2.0,3.0,65.0,3,4513.888888888889
638,Super built-up  Area,near Ramanashree California resort,3600.0,4.0,1.0,160.0,6,4444.444444444444
640,Super built-up  Area,Mahadevpura,1225.0,2.0,2.0,48.0,2,3918.3673469387754
642,Carpet  Area,Chikkalasandra,875.0,2.0,3.0,52.8,2,6034.285714285715
643,Super built-up  Area,Jalahalli East,750.0,1.0,2.0,40.0,1,5333.333333333333
644,Super built-up  Area,6th Phase JP Nagar,1180.0,2.0,3.0,80.0,2,6779.661016949152
645,Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218
646,Super built-up  Area,Hennur Road,1500.0,2.0,2.0,62.0,3,4133.333333333333
647,Super built-up  Area,Poornapragna Housing Society Layout,1160.0,2.0,2.0,52.2,2,4500.0
650,Super built-up  Area,Sarjapur,1128.0,2.0,1.0,60.0,2,5319.148936170212
651,Super built-up  Area,Hebbal,1500.0,3.0,1.0,150.0,3,10000.0
652,Built-up  Area,Huskur,1220.0,2.0,1.0,35.23,3,2887.7049180327863
653,Super built-up  Area,Sarjapur  Road,1210.0,2.0,2.0,58.0,2,4793.388429752066
654,Super built-up  Area,Kanakpura Road,1100.0,2.0,1.0,58.0,3,5272.727272727273
655,Super built-up  Area,Bommasandra,1200.0,3.0,2.0,46.0,3,3833.3333333333335
656,Built-up  Area,Haralur Road,3385.0,5.0,2.0,260.0,4,7680.945347119646
657,Super built-up  Area,Nagondanahalli,1641.0,3.0,2.0,66.0,3,4021.9378427787933
658,Super built-up  Area,Horamavu Agara,1200.0,2.0,1.0,45.0,2,3750.0
659,Super built-up  Area,Raja Rajeshwari Nagar,1260.0,2.0,1.0,67.39,2,5348.412698412699
660,Super built-up  Area,Mahadevpura,1720.0,3.0,3.0,78.0,3,4534.883720930233
661,Super built-up  Area,Yelahanka,1132.5,2.0,0.0,48.13,2,4249.889624724062
662,Super built-up  Area,Yelahanka,1210.0,2.0,1.0,45.98,2,3800.0
663,Built-up  Area,Indira Nagar,2200.0,4.0,2.0,200.0,4,9090.90909090909
664,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,45.0,3,4186.046511627907
665,Built-up  Area,Thanisandra,1702.0,3.0,2.0,130.0,3,7638.07285546416
667,Super built-up  Area,Raja Rajeshwari Nagar,1141.0,2.0,2.0,38.55,2,3378.6152497808935
668,Super built-up  Area,Shantiniketan Layout,2072.0,3.0,2.0,108.0,3,5212.355212355213
669,Super built-up  Area,JP Nagar,5520.0,2.0,2.0,375.0,5,6793.478260869565
670,Built-up  Area,Herohalli,1200.0,2.0,0.0,70.0,3,5833.333333333333
671,Super built-up  Area,Teachers Colony,1350.0,3.0,0.0,77.0,3,5703.7037037037035
673,Super built-up  Area,Srinivasa Nagar,1180.0,2.0,2.0,78.34,3,6638.983050847458
675,Super built-up  Area,Langford Town,1355.0,2.0,2.0,115.0,2,8487.084870848708
676,Plot  Area,Sulthangunta,600.0,1.0,0.0,50.0,1,8333.333333333334
678,Super built-up  Area,Bannerghatta Road,1640.0,2.0,1.0,120.0,3,7317.073170731707
680,Super built-up  Area,Kodichikkanahalli,1190.0,2.0,2.0,57.0,3,4789.915966386555
682,Super built-up  Area,Marathahalli,1019.0,2.0,2.0,49.85,2,4892.051030421982
683,Super built-up  Area,Ambedkar Colony,1875.0,3.0,2.0,165.0,3,8800.0
684,Super built-up  Area,Akshaya Nagar,1250.0,3.0,2.0,40.0,3,3200.0
686,Super built-up  Area,Whitefield,1140.0,2.0,1.0,56.0,2,4912.2807017543855
687,Super built-up  Area,Lingadheeranahalli,1683.0,3.0,1.0,109.0,3,6476.5300059417705
688,Super built-up  Area,Kaggadasapura,1515.0,3.0,2.0,83.3,3,5498.349834983498
689,Super built-up  Area,Hoodi,2118.0,4.0,2.0,111.0,4,5240.793201133144
690,Built-up  Area,Bannerghatta Road,1380.0,3.0,0.0,58.0,4,4202.898550724638
